CustomerID,Customer Name,City,District,State,OMC,Class of Mkt,Latitude,Longitude,Fiscal Year,Month,MS Vol,HSD Vol
HPC41014860,M/s HP MANDHAN FILLING STATION,GARHI BIRBAL - RETAIL,HR-KARNAL,Haryana,HPCL,C,29.91,77.16,2024,July,18,52
HPC41014864,M/S HP DURGA MAA FILLING STATION,BHADSON - RETAIL,HR-KARNAL,Haryana,HPCL,C,29.92,76.96,2024,July,8,16
HPC41014867,M/s HP SHIV FILLING STATION BAPOLI,BHARAMPUR - RETAIL,HR-PANIPAT,Haryana,HPCL,C,29.34,77.08,2024,July,56,28
HPC41014871,M/s HP SHEIKHUPURA AUTO PUGTHALA,PUGTHALA - RETAIL,HR-SONEPAT,Haryana,HPCL,C,29.19,76.89,2024,July,35,91
HPC41014874,MS/HSD HP MANU FUELS,FARIDABAD-SURAJKUND RD (4783) - RETAIL,HR-FARIDABAD,Haryana,HPCL,B,28.4,77.28,2024,July,130,90
HPC41014878,M/s HP GAUTAM FILLING STATION  UCHA,UCHANA KHURD - RETAIL,HR-JIND,Haryana,HPCL,C,29.47,76.13,2024,July,30,70
HPC41014912,MS/HSD BALDEV FUEL STATION,LAKHIPUR - RETAIL,AS-CACHAR,Assam,HPCL,D1,24.79,93.02,2024,July,44,25
HPC41014915,MS/HSD ASTC HAILAKANDI,HAILAKANDI - RETAIL,AS-HAILAKANDI,Assam,HPCL,C,24.68,92.57,2024,July,9,27
HPC41014918,M/s APPAJI PETROLEUMS  DEVARHIPPARG,SHIVANAGI - RETAIL,KA-BIJAPUR,Karnataka,HPCL,D1,16.81,76.07,2024,July,51,95
HPC41014919,M/s APPAJI PETROLEUMS KAGGOD,SHIVANAGI - RETAIL,KA-BIJAPUR,Karnataka,HPCL,D1,16.82,75.91,2024,July,20,28
HPC41014920,M/s HUNDEKAR FUELS BIJAPUR,BIJAPUR NH-13 SOLAPUR ROAD - RETAIL,KA-BIJAPUR,Karnataka,HPCL,D1,16.86,75.73,2024,July,20,480
HPC41014921,M/s K K  PETROLEUMS  BIJAPUR,BIJAPUR NH-13 SOLAPUR ROAD - RETAIL,KA-BIJAPUR,Karnataka,HPCL,D1,16.89,75.73,2024,July,75,499
HPC41014922,M/s SHREE LAXMI PETROLEUM  BIJJARGI,TIKOTA - RETAIL,KA-BIJAPUR,Karnataka,HPCL,D1,16.9,75.45,2024,July,67,485
HPC41014923,M/S SRI VEERABADRASHWER PETROLEUMS,SHIGGAON - RETAIL,KA-HAVERI,Karnataka,HPCL,D1,15.04,75.17,2024,July,22,42
HPC41014924,M/S SHRI SAINATH PETROLEUM ADUR,AKKI ALUR - RETAIL,KA-HAVERI,Karnataka,HPCL,D2,14.77,75.26,2024,July,34,38
HPC41014925,M/S SHRI MALATESH PETROLEUMS  MULGU,MULGUND - RETAIL,KA-GADAG,Karnataka,HPCL,C,15.27,75.53,2024,July,20,52
HPC41014926,M/S SRI SOMESHWAR TRADING COMPANY,CHIKKABASUR - RETAIL,KA-HAVERI,Karnataka,HPCL,C,14.65,75.31,2024,July,12,0
HPC41014927,M/S SHRI MAILARLINGESHWAR PETROLEUM,LAXMESHWAR - RETAIL,KA-GADAG,Karnataka,HPCL,D2,15.12,75.48,2024,July,37,25
HPC41014928,M/s SRI LAXMI CHANDRA PETRO MART,VAVILALA - RETAIL,TG-MAHABUBABAD,Telangana,HPCL,C,17.59,79.89,2024,July,26,78
HPC41014929,M/s HP AUTO CARE CENTRE KAZIPETA,KAZIPET - RETAIL,TG-WARANGAL,Telangana,HPCL,D1,0,0,2024,July,0,0
HPC41014931,M/s OM SAI FILLING STATION,BUDHARAOPETA - RETAIL,TG-WARANGAL RURAL,Telangana,HPCL,D1,17.89,79.94,2024,July,52,182
HPC41014933,M/s MAHENDAR FILLING STATION,NERMETTA - RETAIL,TG-JANGAON,Telangana,HPCL,C,17.93,79.17,2024,July,12,36
HPC41014938,MSHSD SRI LAKSHMI NARASIMHA SWAMY F,BIBINAGAR-NALGONDA - RETAIL,TG-YADADRI BHONGIRI,Telangana,HPCL,C,17.43,78.79,2024,July,14,14
HPC41014941,MSHSD ADHOC STAMBHADRI FUEL PARK,KHAMMAM CITY - RETAIL,TG-KHAMMAM,Telangana,HPCL,C,17.25,80.16,2024,July,42,22
HPC41014942,SAKTHI AUTO SERVICE,CHENNAI-ALWARPET - RETAIL,TN-MADRAS,Tamil Nadu,HPCL,A,13.04,80.26,2024,July,178,78
HPC41014944,M/s NARAYANA  FILLING STN TUNGATURH,TUNGATURTHY - RETAIL,TG-SURYAPET,Telangana,HPCL,C,17.41,79.6,2024,July,30,90
HPC41014947,M/s SRI LAKSHMI GANAPATHI FILLING S,NELLIKUDURU - RETAIL,TG-MAHABUBABAD,Telangana,HPCL,C,17.58,79.76,2024,July,25,95
HPC41014949,M/s SIDDHI VINAYAK ENTERPRIZES,AMBALA - RETAIL,TG-WARANGAL,Telangana,HPCL,C,18.13,79.57,2024,July,48,80
HPC41014952,M/s SHEELAM RUKKAMMA FILLING STATIO,MAHESWARAM - RETAIL,TG-WARANGAL RURAL,Telangana,HPCL,C,17.93,79.86,2024,July,31,53
HPC41014954,MS/HSD SRI VENKATA NARASIMHA FLG ST,THALLADA - RETAIL,TG-KHAMMAM,Telangana,HPCL,D2,17.2,80.41,2024,July,10,18
HPC41014956,MSHSD VIRANSH FILLING STATION,THALLAGURIJALA - RETAIL,TG-MANCHERIAL,Telangana,HPCL,C,19.07,79.52,2024,July,22,22
HPC41014958,MSHSD NARENDHAR HP FILLING STATION,ICHODA - RETAIL,TG-ADILABAD,Telangana,HPCL,C,19.43,78.58,2024,July,20,8
HPC41014960,MSHSD LOKESHWAR PETROL STATION,ARLI - RETAIL,TG-NIRMAL,Telangana,HPCL,C,19.03,78.09,2024,July,32,76
HPC41014962,M/s  VRINDAVANAM FUEL,VEMBAYAM - RETAIL,KL-TRIVANDRUM,Kerala,HPCL,D2,8.73,77.03,2024,July,75,65
HPC41014964,M/s  ALIN FUEL,VAMANAPURAM - RETAIL,KL-TRIVANDRUM,Kerala,HPCL,D2,8.82,76.81,2024,July,92,104
HPC41014966,M/s VALAKOM PETRO PARK,MUVATTUPUZHA DP - RETAIL,KL-ERNAKULUM,Kerala,HPCL,D1,9.98,76.51,2024,July,29,25
HPC41014969,M/s HP AUTO CARE TRIVANDRUM,THIRAVANANTHAPURAM - RETAIL,KL-TRIVANDRUM,Kerala,HPCL,B,8.52,76.96,2024,July,290,102
HPC41014971,M/S VADAMPIL BALASANKER FUELS  KAND,KAYAMKULAM - RETAIL,KL-ALLEPY,Kerala,HPCL,C,9.18,76.47,2024,July,60,12
HPC41014973,M/s   ADHOC OTP NILAMEL,VALAKOM - RETAIL,KL-QUILON,Kerala,HPCL,-,8.97,76.83,2024,July,0,0
HPC41014975,M/s  ZAM ZAM FUELS,MYNAGAPALLI - RETAIL,KL-QUILON,Kerala,HPCL,A,9.05,76.58,2024,July,52,20
HPC41014979,M/S  ADHOC  UNITED TRADING COMPANY,CHENGANNUR - RETAIL,KL-ALLEPY,Kerala,HPCL,-,9.32,76.61,2024,July,0,0
HPC41014981,JITHENDRA FUELS,VETTIKAVUNGAL - RETAIL,KL-KOTTAYAM,Kerala,HPCL,D2,9.5,76.64,2024,July,96,80
HPC41014983,M/s   ZAM ZAM FUEL STATION,VENJARAMOOD - RETAIL,KL-TRIVANDRUM,Kerala,HPCL,C,8.68,76.93,2024,July,59.5,38.5
HPC41014985,ADHOC EMERALD FUELS,ANGAMALI - RETAIL,KL-ERNAKULUM,Kerala,HPCL,D1,10.2,76.39,2024,July,8,16
HPC41014987,ADHOC EDAYAN FUELS,PAMPAKUDA - RETAIL,KL-ERNAKULUM,Kerala,HPCL,C,9.94,76.53,2024,July,12,24
HPC41014989,MSHSD ADHOC  MOHAN FUELS,MAVELIKARA - RETAIL,KL-ALLEPY,Kerala,HPCL,-,9.25,76.54,2024,July,0,0
HPC41014991,M/S ADHOC BHADRA FUELS  OMALLUR,OMALLUR - RETAIL,KL-PATHNAMTHITA-N,Kerala,HPCL,-,9.25,76.76,2024,July,0,0
HPC41014995,M/s  J S FUELS,OYOOR - RETAIL,KL-QUILON,Kerala,HPCL,A,8.87,76.79,2024,July,36,48
HPC41014996,M/S  ADHOC MANALADIL FUELS  THIRUVA,TIRUVELLA - RETAIL,KL-PATHNAMTHITA-N,Kerala,HPCL,D2,9.39,76.58,2024,July,0,0
HPC41014998,ADHOC KOTTOOR FUEL ENTERPRISES,COCHIN - RETAIL,KL-ERNAKULUM,Kerala,HPCL,B,9.99,76.29,2024,July,0,0
HPC41015002,M/s   DYUTHI FUELS,PARAKODE - RETAIL,KL-PATHNAMTHITA-N,Kerala,HPCL,D2,9.15,76.77,2024,July,124,104
HPC41015006,SUPREME FUELS,ANCHAL - RETAIL,KL-QUILON,Kerala,HPCL,C,8.96,76.88,2024,July,64,32
HPC41015008,M/S AMBADI FUELS,CHULLIMANUR - RETAIL,KL-TRIVANDRUM,Kerala,HPCL,D2,8.69,77.02,2024,July,58.5,27.5
HPC41015011,M/s HP KAMLA FILLING STATION  HAAT,HATT - RETAIL,HR-JIND,Haryana,HPCL,C,29.34,76.62,2024,July,25,31
HPC41015012,M/s HP SELWAL FILLING STATION,BARWALA - RETAIL,HR-HISSAR,Haryana,HPCL,D1,29.34,75.86,2024,July,12,72
HPC41015014,M/s HP MAA DURGA F/S  PANIPAT,PANIPAT CITY (4833) - RETAIL,HR-PANIPAT,Haryana,HPCL,C,29.39,76.97,2024,July,116,52
HPC41015016,M/s HP BHANURAJ FILLING STATION,RAHARA - RETAIL,HR-KARNAL,Haryana,HPCL,C,29.59,76.58,2024,July,12,12
HPC41015018,M/s HP BALAJI FILLING STATION  RASU,RASULPUR - RETAIL,HR-YAMUNA NAGAR,Haryana,HPCL,D2,30.45,77.21,2024,July,16,56
HPC41015021,MS/HSD HP UMA FILLING STATION,JHUMPA - RETAIL,HR-BHIWANI,Haryana,HPCL,D1,28.79,75.54,2024,July,0,100
HPC41015023,M/s HP DAGAR FILLING STATION  CHADA,CHANDANKI - RETAIL,HR-MEWAT,Haryana,HPCL,C,27.88,77.18,2024,July,64,128
HPC41015027,M/s HP SAHU PETRO CITY,KARAMSANA - RETAIL,HR-SIRSA,Haryana,HPCL,C,29.33,74.63,2024,July,20,60
HPC41015030,M/s HP SHRI GULAB CHAND PETROCITY,SIRSA - RETAIL,HR-SIRSA,Haryana,HPCL,C,29.52,75.02,2024,July,40,44
HPC41015033,HP KRISHAN PAL FILLING STATION,KITHWARI - RETAIL,HR-PALWAL,Haryana,HPCL,C,28.14,77.37,2024,July,70,130
HPC41015036,M/s HP SANDEEP F/S  MEHMUDPUR,MEHMUDPUR - RETAIL,HR-SONEPAT,Haryana,HPCL,C,29.17,76.7,2024,July,18,26
HPC41015039,M/s HP HANUMAN OIL COMPANY  JALALPU,JHAMBA - RETAIL,HR-PANIPAT,Haryana,HPCL,C,29.37,77.1,2024,July,28,20
HPC41015042,M/s HP SHIV SHANKAR F/S  LOHARI,LOHARI - RETAIL,HR-PANIPAT,Haryana,HPCL,C,29.36,76.84,2024,July,14,84
HPC41015045,M/s MAHADEVAMAHALAXMIHPCLFILLSTN,DHINGTANIA - RETAIL,HR-SIRSA,Haryana,HPCL,C,29.43,75.02,2024,July,8,16
HPC41015048,M/s TANISHQ FILLING STATION,BASTARA - RETAIL,HR-KARNAL,Haryana,HPCL,D1,29.57,76.98,2024,July,52,68
HPC41015054,M/s NOKHAR FILLING STATION,PEONT - RETAIL,HR-KARNAL,Haryana,HPCL,D2,29.62,76.78,2024,July,12,24
HPC41015058,M/S MANGALDEEP PETRO SERVICES,KHANDA KHERI - RETAIL,HR-HISSAR,Haryana,HPCL,D1,29.19,76.23,2024,July,30,190
HPC41015060,M/s KAMBOJ FILLING STATION  GUMTHAL,GUMTHULA - RETAIL,HR-YAMUNA NAGAR,Haryana,HPCL,C,29.96,77.2,2024,July,32,208
HPC41015062,MS/HSD HP GUPTA FILLING STATION,BANCHARI - RETAIL,HR-PALWAL,Haryana,HPCL,D1,27.97,77.34,2024,July,10,750
HPC41015064,MS/HSD HP KALRA FILLING STATION,FARIDABAD SECTOR 16 (4766) - RETAIL,HR-FARIDABAD,Haryana,HPCL,B,28.38,77.34,2024,July,125,95
HPC41015066,M/s HP MAHESHWARI FILLING STN FZR J,FIROZPUR JHIRKA - RETAIL,HR-MEWAT,Haryana,HPCL,D1,27.78,76.95,2024,July,45,355
HPC41015068,M/s CHANDAN OIL COMPANY  SONIPAT,SONEPAT - RETAIL,HR-SONEPAT,Haryana,HPCL,C,29,77.02,2024,July,120,36
HPC41015070,M/s JAI SHREE SHYAM FILLING STATION,REWARI - RETAIL,HR-REWARI,Haryana,HPCL,C,27.97,76.56,2024,July,50,70
HPC41015072,M/S HP NIRANKARI FILLING STN,MATDOLA - RETAIL,HR-HISSAR,Haryana,HPCL,C,29.39,75.98,2024,July,31,89
HPC41015074,MS/HSD HP NATH FILLING STATION,ISSERWAL - RETAIL,HR-BHIWANI,Haryana,HPCL,C,28.76,75.72,2024,July,60,140
HPC41015076,MS/HSD HP SHEETLA MATA FILLING STAT,KHANAK - RETAIL,HR-BHIWANI,Haryana,HPCL,C,28.9,75.88,2024,July,0,0
HPC41015078,MS/HSD HP NAMAN FILLING STATION,NAQIPUR - RETAIL,HR-BHIWANI,Haryana,HPCL,C,28.58,75.74,2024,July,16,44
HPC41015080,M/S HP BABA MUNGIPA FUELS,TOSHAM - RETAIL,HR-BHIWANI,Haryana,HPCL,D2,28.86,75.9,2024,July,35,45
HPC41015082,M/s SIDHU FILLING STATION,PEHOWA - RETAIL,HR-KURUKSHETRA,Haryana,HPCL,D2,30.01,76.6,2024,July,36,60
HPC41015084,M/S HP KHUSHI RAM F/ STN,KHANDA KHERI - RETAIL,HR-HISSAR,Haryana,HPCL,D1,29.13,76.21,2024,July,20,64
HPC41015086,MS/HSD HP SHRI BANKEY BIHARI FILLIN,SAUNDH - RETAIL,HR-PALWAL,Haryana,HPCL,C,27.91,77.34,2024,July,20,112
HPC41015087,MS/HSD DILANG PENGU FILLING STATION,ZIRO - RETAIL,AR-LOWER SUBANSIRI,Arunachal Pradesh,HPCL,D1,27.58,93.83,2024,July,22,18
HPC41015089,HP PREM FILLING STATION,UTTAWAR - RETAIL,HR-PALWAL,Haryana,HPCL,C,27.98,77.19,2024,July,48,192
HPC41015090,MS/HSD BHOIRYMBONG HP REFILLING CEN,BHOIRYMBONG - RETAIL,ML-RI-BHOI,Meghalaya,HPCL,C,25.71,92.01,2024,July,174,193
HPC41015092,HP SHREE SHYAM FILLING STATION,DOHA - RETAIL,HR-MEWAT,Haryana,HPCL,D1,27.68,76.91,2024,July,90,450
HPC41015161,J K FUELS,KANSABEL - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,C,22.49,83.95,2024,July,18,10
HPC41015162,MSHSD SHRI MAHALAXMI FUELS,PALI - RETAIL,CT-KORBA,Chhattisgarh,HPCL,D2,22.38,82.34,2024,July,27,9
HPC41015163,M/S TOTAGER PETROLEUM,GUTTAL - RETAIL,KA-HAVERI,Karnataka,HPCL,C,14.89,75.54,2024,July,24,12
HPC41015164,R R  FUELS,RASMADA - RETAIL,CT-DURG,Chhattisgarh,HPCL,C,21.2,81.22,2024,July,8.5,69.5
HPC41015165,CHAMPADEVI FUELS,DABADIH - RETAIL,CT-BALODABAZAR,Chhattisgarh,HPCL,C,21.62,82.1,2024,July,15,401
HPC41015166,KASHI PETROL PUMP,SAMRI - RETAIL,CT-BALRAMPUR,Chhattisgarh,HPCL,C,23.38,83.94,2024,July,5,43
HPC41015167,SHUKLA PETROLEUM,BAIKUNTHPUR - RETAIL,CT-KORIA,Chhattisgarh,HPCL,D1,23.28,82.6,2024,July,15,23
HPC41015168,SARANGPANI MUDLIAR FUELS,RAJNANDGAON - RETAIL,CT-RAJANANDGAON,Chhattisgarh,HPCL,D2,21.12,81.05,2024,July,40.5,49.5
HPC41015169,SHRIJAN FUELS,PARASKOL - RETAIL,CT-MAHASAMUND,Chhattisgarh,HPCL,C,21.09,82.09,2024,July,41,15
HPC41015170,UV POWER SERVICE STATION,BHILAI - RETAIL,CT-DURG,Chhattisgarh,HPCL,B,21.24,81.35,2024,July,81,51
HPC41015171,J A  FUELS,RAIPUR - RETAIL,CT-RAIPUR,Chhattisgarh,HPCL,C,21.31,81.62,2024,July,79,157
HPC41015172,J M R  FUELS,SUKMA - RETAIL,CT-SUKMA,Chhattisgarh,HPCL,D1,18.42,81.67,2024,July,34.5,127.5
HPC41015173,PRANJAL FUELS,RAIPUR - RETAIL,CT-RAIPUR,Chhattisgarh,HPCL,D1,21.23,81.6,2024,July,160,200
HPC41015174,SHRI SHYAM FUELS,DURG - RETAIL,CT-DURG,Chhattisgarh,HPCL,B,21.21,81.29,2024,July,63,81
HPC41015175,JAI AMBEY FUELS,NARAINPUR - RETAIL,CT-NARAINPUR,Chhattisgarh,HPCL,D2,19.73,81.24,2024,July,75,69
HPC41015177,GANGA FUELS,BILASPUR - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,C,22.08,82.16,2024,July,60,20
HPC41015179,SUBHASH PETROLEUM,RATANPUR - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,D2,22.26,82.15,2024,July,70,114
HPC41015180,M/s N M PETROLEUM,LAKHANPUR - RETAIL,CT-SARGUJA,Chhattisgarh,HPCL,D1,22.91,82.95,2024,July,38,34
HPC41015181,SHRI SAGAR FUELS,SAMRI - RETAIL,CT-BALRAMPUR,Chhattisgarh,HPCL,C,23.74,83.68,2024,July,29,69
HPC41015182,M/s KHANDELWAL FUELS,RAJNANDGAON - RETAIL,CT-RAJANANDGAON,Chhattisgarh,HPCL,C,21.07,81.04,2024,July,45,65
HPC41015183,TARA FUELS,VISHRAMPURI - RETAIL,CT-KONDAGAON,Chhattisgarh,HPCL,C,20.06,81.75,2024,July,25,47
HPC41015185,MAHAMAYA FUELS,WATGAN - RETAIL,CT-BALODABAZAR,Chhattisgarh,HPCL,C,21.47,82.18,2024,July,30,30
HPC41015186,VIKAS PETROL PUMP,BHELAI KHURUD - RETAIL,CT-BALRAMPUR,Chhattisgarh,HPCL,D2,23.35,83.43,2024,July,13,63
HPC41015187,MAHENDRA PREET FUELS,LUDEG OML - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,D2,22.56,83.61,2024,July,70,130
HPC41015188,S  RAI FUELS,ABHANPUR - RETAIL,CT-RAIPUR,Chhattisgarh,HPCL,D2,21.02,81.77,2024,July,24,20
HPC41015189,AMBEY FUELS,ABHANPUR - RETAIL,CT-RAIPUR,Chhattisgarh,HPCL,C,21.05,81.73,2024,July,46,18
HPC41015191,M/S  CHHATTISGARH FUELS,KUNDA - RETAIL,CT-KAWARDA,Chhattisgarh,HPCL,C,22.12,81.49,2024,July,12,12
HPC41015192,D N KALIKA FUELS,BELGHANA - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,C,22.41,82.06,2024,July,52,60
HPC41015193,SITA FUELS,LAKHANPUR - RETAIL,CT-SARGUJA,Chhattisgarh,HPCL,D1,23.05,83.1,2024,July,28,48
HPC41015195,SHIV PETROL PUMP,BILASPUR - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,C,22,82.28,2024,July,36,113
HPC41015196,MSHSD STUTI FUELS,JASHPUR NAGAR - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,C,22.89,84.15,2024,July,39,71
HPC41015198,MSHSD RISHIT PETROLEUM,ROPAKHAR - RETAIL,CT-SARGUJA,Chhattisgarh,HPCL,C,22.83,83.29,2024,July,51,81
HPC41015199,RANI SATI FUELS,DHABRA - RETAIL,CT-SAKTI,Chhattisgarh,HPCL,D2,21.88,83.09,2024,July,15,45
HPC41015200,SAI SHREYA FUELS,SUHELA - RETAIL,CT-BALODABAZAR,Chhattisgarh,HPCL,A,21.51,81.94,2024,July,35,65
HPC41015201,SHARMA FUELS,JANJGIR-OML - RETAIL,CT-JANJGIR,Chhattisgarh,HPCL,C,22.04,82.55,2024,July,33,37
HPC41015202,HIGHWAY PETROLEUM,RAIPUR - RETAIL,CT-RAIPUR,Chhattisgarh,HPCL,D2,21.32,81.75,2024,July,8,18
HPC41015203,MSHSD SHRI BALAJI FUELS,DHAMTARI - RETAIL,CT-DHAMTARI,Chhattisgarh,HPCL,D1,20.74,81.57,2024,July,54,90
HPC41015204,SHREE SHIVAM FUELS,DHABRA - RETAIL,CT-SAKTI,Chhattisgarh,HPCL,D2,21.79,83.07,2024,July,55,45
HPC41015205,MSHSD RAJIV LOCHAN SERVICE STATION,DURG - RETAIL,CT-DURG,Chhattisgarh,HPCL,B,21.17,81.26,2024,July,40.5,49.5
HPC41015206,M/S GOVARDHAN FUELS,PEDUMTARA - RETAIL,CT-RAJANANDGAON,Chhattisgarh,HPCL,D2,21.21,81.04,2024,July,10,10
HPC41015207,M/S SARSWATI FUELS,BELHARI - RETAIL,CT-DURG,Chhattisgarh,HPCL,C,20.89,81.46,2024,July,15,37
HPC41015208,BHADAWAR FUELS,NAKULNAR - RETAIL,CT-DANTEWARA,Chhattisgarh,HPCL,D2,18.73,81.4,2024,July,84.5,337.5
HPC41015210,AMRIT FUELS,BILASPUR - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,C,22.07,82.14,2024,July,50,30
HPC41015211,SHRI VINAYAK PETROLEUM,CHHAL - RETAIL,CT-RAIGARH,Chhattisgarh,HPCL,C,22.08,83.13,2024,July,42,277
HPC41015230,M/s SRI LAXMI SATHYANARAYANA FS  YE,MENDORA - RETAIL,TG-NIZAMABAD,Telangana,HPCL,C,18.91,78.49,2024,July,18,46
HPC41015234,M/s SRI VASAVI FILLING STATION  DON,NANDIPET - RETAIL,TG-NIZAMABAD,Telangana,HPCL,C,18.93,78.19,2024,July,35,91
HPC41015241,M/s SOWDAMMAN,ODDANCHATRAM - RETAIL,TN-DINDIGUL,Tamil Nadu,HPCL,D1,10.45,77.83,2024,July,28,56
HPC41015243,M/s ARIHANT AUTOMOBILES,DUNGARPUR RAJASTHAN - RETAIL,RJ-DUNGARPUR,Rajasthan,HPCL,D2,23.84,73.7,2024,July,85,215
HPC41015244,M/s Naga Harshitha Filling Station,SIDDIPET - RETAIL,TG-SIDDIPET,Telangana,HPCL,C,18.12,78.84,2024,July,14,42
HPC41015246,RAJA GANAPATHI  HPC DEALER,THORAMANGALAM - RETAIL,TN-SALEM,Tamil Nadu,HPCL,C,11.7,77.88,2024,July,24,12
HPC41015247,M/s SHREEJI KRIPA FILLING STATION,FATEHNAGAR SANWAD - RETAIL,RJ-UDAIPUR,Rajasthan,HPCL,D2,24.82,74.1,2024,July,20,36
HPC41015250,M/S HP AUTO CARE CENTER NSIC,HYDERABAD-KUSHAIGUDA - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,A,0,0,2024,July,387.2,203.56
HPC41015251,M/s RISHAB FILLING STATION  Silegar,SILEGARH - RETAIL,RJ-JHALAWAR,Rajasthan,HPCL,C,24.23,75.84,2024,July,25,15
HPC41015253,M/S ARUN FILLING STATION,MANGROL - RETAIL,RJ-BARAN,Rajasthan,HPCL,D2,25.31,76.52,2024,July,35,45
HPC41015254,BALU  AGENCY  HPC DEALER,MOHANUR - RETAIL,TN-NAMAKKAL,Tamil Nadu,HPCL,C,11.07,78.13,2024,July,15,27
HPC41015256,MSHSD HP FUELING CENTER,MANDANA - RETAIL,RJ-KOTA,Rajasthan,HPCL,D1,24.96,75.94,2024,July,30,170
HPC41015257,M/S SREEKAR PETRO MART LAKDARAM,KANDI - RETAIL,TG-SANGAREDDY,Telangana,HPCL,D1,17.55,78.19,2024,July,37,157
HPC41015259,M/s JAYESH FILLING STATION,UDAIPUR - RETAIL,RJ-UDAIPUR,Rajasthan,HPCL,B,24.56,73.72,2024,July,120,80
HPC41015262,EAST WEST GOLDEN,MANGALWAR - RETAIL,RJ-CHITORGARH,Rajasthan,HPCL,D1,24.61,74.28,2024,July,35,65
HPC41015266,MANSA FILLING STATION,KAPASAN - RETAIL,RJ-CHITORGARH,Rajasthan,HPCL,D2,24.88,74.29,2024,July,47,65
HPC41015269,DAKSH PETROLEUM   EKLINGPURA,EKLINPURA - RETAIL,RJ-BHILWARA,Rajasthan,HPCL,D1,25.49,74.6,2024,July,15,85
HPC41015270,M/S  ANUSUYA AGENCY,KUMARALINGAM - RETAIL,TN-TIRUPPUR,Tamil Nadu,HPCL,C,10.49,77.34,2024,July,60,132
HPC41015272,NILGIRI FILLING STATION,MUNGANA - RETAIL,RJ-PRATAPGARH,Rajasthan,HPCL,C,23.96,74.45,2024,July,45,35
HPC41015275,SRI ANDAVAR   CO,KUNNATHUR - RETAIL,TN-TIRUPPUR,Tamil Nadu,HPCL,D2,11.27,77.41,2024,July,20,40
HPC41015276,M/s SS PETRO FUEL STATION  AJGARA,AJGARA - RETAIL,RJ-KEKRI,Rajasthan,HPCL,C,26.01,75.1,2024,July,20,80
HPC41015278,M/s DIKSHA PETROLEUM PAHARI,NEWAI - RETAIL,RJ-TONK,Rajasthan,HPCL,D1,26.32,75.91,2024,July,40,180
HPC41015282,M/s SH KALYAN FILLING STATION  Bamo,BAMORI KALAN - RETAIL,RJ-BARAN,Rajasthan,HPCL,C,25.41,76.54,2024,July,12,24
HPC41015286,MSHSD CHARRI FILLING STATION,ALOD - RETAIL,RJ-BUNDI,Rajasthan,HPCL,C,25.55,75.61,2024,July,17,67
HPC41015288,BHAVANI  KOMARAPALAYAM LOA  HPC DEA,KOMARAPALAYAM - RETAIL,TN-NAMAKKAL,Tamil Nadu,HPCL,D1,11.44,77.72,2024,July,116,192
HPC41015289,M/s  AJMERA TRANSPORT COMPANY  LAMA,LAMANA - RETAIL,RJ-AJMER,Rajasthan,HPCL,D1,26.25,74.48,2024,July,12,72
HPC41015293,MSHSD DHRUV FILLING STATION,ITAWA - RETAIL,RJ-KOTA,Rajasthan,HPCL,C,25.55,76.39,2024,July,18,24
HPC41015295,ADHOC TIRUCHENGODE LORRY URIMAIYALA,TIRCHENGODU ASSOCIATION DP - RETAIL,TN-NAMAKKAL,Tamil Nadu,HPCL,C,11.39,77.89,2024,July,130,220
HPC41015297,M/s VIJAY LAXMI FILLING STATION,KANUWARA - RETAIL,RJ-UDAIPUR,Rajasthan,HPCL,D1,24.05,73.66,2024,July,9,113
HPC41015302,M/s HAMARA PUMP JAIN FILL STN   Pag,PAGARIA - RETAIL,RJ-JHALAWAR,Rajasthan,HPCL,C,24.13,75.86,2024,July,47,5
HPC41015305,M L  ENTPS  HPC DEALER,VELLAKOIL - RETAIL,TN-TIRUPPUR,Tamil Nadu,HPCL,D1,10.95,77.73,2024,July,44,100
HPC41015306,SHRI KRISHNA PETROLEUM   KELWA,KELWA - RETAIL,RJ-RAJ SAMAND,Rajasthan,HPCL,D1,25.16,73.85,2024,July,28,208
HPC41015311,GAZY FILLING STATION   BANERA,BANERA - RETAIL,RJ-SHAHPURA,Rajasthan,HPCL,D2,25.49,74.68,2024,July,36,48
HPC41015315,HAMARA PUMP DUNGRA,DUNGRA - RETAIL,RJ-BANSAWARA,Rajasthan,HPCL,C,23.18,74.31,2024,July,40,20
HPC41015317,AMMAN AGENCIES,SATYAMANGALAM - RETAIL,TN-ERODE,Tamil Nadu,HPCL,D2,11.51,77.25,2024,July,104,100
HPC41015320,M/s MENASH TRADING COMPANY  Raipur,RAIPUR - RETAIL,RJ-JHALAWAR,Rajasthan,HPCL,D2,24.38,76.18,2024,July,31.5,58.5
HPC41015324,KRISHNA SERVICE STATION   MANDAL,MANDAL - RETAIL,RJ-BHILWARA,Rajasthan,HPCL,C,25.44,74.58,2024,July,74,68
